x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman))
53.418202053629905, 47.861218940649557, 50.402341641177550, 0.001374079772264, 0.000758608594919, 12.000000000000000, 0.000810378179021, 29.000000000000000, 0.000491787591249, 11.000000000000000
49.460225492562948, 48.145402057206169, 51.054451726931134, 0.001944014208543, 0.001620024203803, 13.000000000000000, 0.001333007328098, 47.000000000000000, 0.001006895527026, 13.000000000000000
49.106627361794814, 49.464773837412679, 48.323996193670027, 0.001368425659075, 0.001748543816172, 19.000000000000000, 0.001228577120124, 42.000000000000000, 0.000950510459759, 16.000000000000000
45.251184807994754, 51.057208096506024, 48.811140742215969, 0.000715160567554, 0.000499331119898, 12.000000000000000, 0.000660147267324, 24.000000000000000, 0.000463856878408, 13.000000000000000
52.241565002613896, 47.940686930184427, 50.773252977402599, 0.001690914433233, 0.001198763565003, 10.000000000000000, 0.001453951810908, 53.000000000000000, 0.000747074805889, 8.000000000000000
46.448358079420046, 45.394178577713006, 50.606319524359378, 0.000074010810806, 0.000036865045314, 7.000000000000000, 0.000064467388170, 2.000000000000000, 0.000063346640993, 14.000000000000000
47.936487166913956, 47.897156253519704, 49.559077367707410, 0.002094582315918, 0.000896269647255, 8.000000000000000, 0.001281921846192, 46.000000000000000, 0.001616846199411, 22.000000000000000
52.829138261967550, 45.254739950091313, 49.430687946529815, 0.000078599822652, 0.000102739269872, 12.000000000000000, 0.000116269762544, 4.000000000000000, 0.000098213246170, 11.000000000000000
52.401694410292990, 50.135550599589237, 49.604771017345648, 0.004089321397624, 0.004291449163999, 17.000000000000000, 0.003230569315741, 114.000000000000000, 0.001860939641157, 11.000000000000000
52.627498284761991, 49.800628016249490, 50.457415606220991, 0.003725598035027, 0.004365331422795, 20.000000000000000, 0.002874729317790, 101.000000000000000, 0.000856795705220, 7.000000000000000
49.778226001158757, 48.859352802018513, 49.485766034060013, 0.004298188614889, 0.003107675300065, 12.000000000000000, 0.003184051902089, 110.000000000000000, 0.003338251901753, 11.000000000000000
49.453265648630172, 49.648572363096918, 49.890117220690684, 0.005851700235176, 0.004356435457816, 13.000000000000000, 0.004361875491023, 155.000000000000000, 0.003617943127675, 12.000000000000000
50.640440146730505, 47.906689027044905, 49.757980170129784, 0.002794502799745, 0.001594621033195, 10.000000000000000, 0.001843148072818, 65.000000000000000, 0.000935994974102, 12.000000000000000
47.583120477381897, 48.063026928364813, 49.868945988458584, 0.002343562124168, 0.002769760737150, 19.000000000000000, 0.001934566604170, 66.000000000000000, 0.001908103566980, 23.000000000000000
46.580592633719675, 51.359586308571870, 49.445690373428697, 0.002011416344515, 0.001574054751371, 13.000000000000000, 0.001430607608849, 49.000000000000000, 0.001101245661763, 10.000000000000000
48.588087025535629, 49.624232322189506, 50.445393250894796, 0.004838024056436, 0.006396924504880, 22.000000000000000, 0.004159288787779, 145.000000000000000, 0.000945061712506, 4.000000000000000
45.348711964749555, 50.722817400981882, 49.055631509175704, 0.001078346497097, 0.001012112553637, 15.000000000000000, 0.000821879617286, 28.000000000000000, 0.000539203947263, 15.000000000000000
51.815360252246499, 51.551148467997315, 49.868091360220035, 0.003377807186127, 0.001537821808604, 9.000000000000000, 0.002364218255892, 85.000000000000000, 0.001192185744017, 14.000000000000000
53.857952021240877, 47.389802207367964, 50.676460732361626, 0.000683455882808, 0.000656471506779, 15.000000000000000, 0.000446854652542, 14.000000000000000, 0.000364902936741, 12.000000000000000
46.044812391065797, 49.357921831852998, 49.054384204443707, 0.001530067301384, 0.001398145156726, 14.000000000000000, 0.001031234688327, 35.000000000000000, 0.000806111430662, 14.000000000000000
47.201632875480684, 52.153492343911587, 50.812674042109045, 0.001312673959204, 0.001022282044633, 15.000000000000000, 0.000849665374845, 30.000000000000000, 0.000735464953921, 12.000000000000000
45.975509823250874, 50.826012205020014, 50.148449581380078, 0.002193636403905, 0.002007377607787, 13.000000000000000, 0.001837071627889, 64.000000000000000, 0.000526443059354, 8.000000000000000
47.307797219294507, 52.273265359316781, 49.141027611555657, 0.001194135676246, 0.000636687425199, 9.000000000000000, 0.000771195682400, 27.000000000000000, 0.001071844364013, 15.000000000000000
47.303173530603395, 50.129187445687421, 48.922900930596008, 0.002277759614915, 0.001471225298606, 12.000000000000000, 0.001568850149698, 57.000000000000000, 0.002126176427808, 14.000000000000000
52.822752843725340, 50.701834054553466, 50.498052404682859, 0.003193905220937, 0.002617115036396, 13.000000000000000, 0.002429255233765, 85.000000000000000, 0.001561354042094, 12.000000000000000
