x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman))
23.735282060636255, 12.167677153069308, 12.077987100384831, 0.000463235498093, 0.000209023536823, 15359.000000000000000, 0.000050160371165, 20085.000000000000000, 0.000074283175450, 7046.000000000000000
25.273961035195523, 10.658546137754561, 7.827423343756712, 0.000825171639662, 0.000242739939565, 16859.000000000000000, 0.000051007088733, 20093.000000000000000, 0.000082280803098, 7089.000000000000000
22.203262884349915, 11.370933971996893, 8.340952970150248, 0.000629429439381, 0.000227718565356, 16130.000000000000000, 0.000050633554348, 20087.000000000000000, 0.000078452909272, 6919.000000000000000
24.576238054961625, 8.911174245630381, 10.762613519823612, 0.002656643494693, 0.000318119776748, 20346.000000000000000, 0.000052806543819, 20101.000000000000000, 0.000121542445580, 9722.000000000000000
25.342683781553617, 10.123816152969537, 8.266972469456666, 0.001345211208455, 0.000273656584275, 18343.000000000000000, 0.000051751756596, 20097.000000000000000, 0.000095619045282, 7907.000000000000000
25.680127844847917, 10.448224540278074, 11.302291037621771, 0.001379887198940, 0.000275817510819, 18662.000000000000000, 0.000051791193380, 20093.000000000000000, 0.000094294597115, 8038.000000000000000
20.855633107501124, 10.884210797664858, 7.734348335737293, 0.000086603133006, 0.000120570560833, 9826.000000000000000, 0.000047553534292, 20020.000000000000000, 0.000048873044689, 5025.000000000000000
22.956266678750769, 10.395873164408798, 9.861194387814725, 0.003272328022167, 0.000332237911594, 20890.000000000000000, 0.000053143459313, 20102.000000000000000, 0.000128139839820, 10038.000000000000000
25.287187356010477, 10.448614302155326, 11.112035668487712, 0.002071338888590, 0.000301828890592, 19774.000000000000000, 0.000052408246246, 20092.000000000000000, 0.000108324995217, 8937.000000000000000
23.340383787646221, 8.664351295947919, 9.420102162626030, 0.002370337258828, 0.000311238936294, 19940.000000000000000, 0.000052646577968, 20102.000000000000000, 0.000117961354305, 9431.000000000000000
23.302340330360870, 9.232277938127281, 10.588383618048862, 0.003146416534769, 0.000329082982082, 20716.000000000000000, 0.000053078238619, 20100.000000000000000, 0.000125682123680, 9941.000000000000000
23.283253438118308, 9.156684599389820, 9.925658616678323, 0.003301025903862, 0.000332149422258, 20813.000000000000000, 0.000053155686957, 20105.000000000000000, 0.000129418906436, 10147.000000000000000
22.850254289472588, 10.388224756186460, 8.740055806704973, 0.002089350948064, 0.000303472827889, 19678.000000000000000, 0.000052459258754, 20100.000000000000000, 0.000108212758876, 8765.000000000000000
25.084225469254587, 10.503874134645432, 7.498908937474242, 0.000657613795781, 0.000228559942388, 16095.000000000000000, 0.000050661017576, 20090.000000000000000, 0.000076130985369, 6705.000000000000000
23.738294588691659, 8.857812555182830, 7.954291009434167, 0.001119025201116, 0.000262408333891, 17688.000000000000000, 0.000051487006537, 20093.000000000000000, 0.000089945952454, 7506.000000000000000
22.360331781213624, 9.878475543923622, 10.274771708057646, 0.002241567359380, 0.000308660389594, 19935.000000000000000, 0.000052587680807, 20106.000000000000000, 0.000109524505557, 8872.000000000000000
22.508530122967688, 11.160005616051764, 10.654965192868692, 0.001652242315178, 0.000289410042843, 19223.000000000000000, 0.000052126048505, 20106.000000000000000, 0.000103502185762, 8628.000000000000000
25.090932754714078, 11.455846353298064, 8.714814692578511, 0.001299011944228, 0.000272149571874, 18395.000000000000000, 0.000051699981586, 20094.000000000000000, 0.000097117384655, 8170.000000000000000
22.388075909109300, 11.110097572425083, 9.216087808348901, 0.001477915687845, 0.000282113592999, 18819.000000000000000, 0.000051947468781, 20102.000000000000000, 0.000099000184185, 8251.000000000000000
24.532983887127319, 9.228246725194658, 7.334793138573706, 0.000610399306793, 0.000223385179911, 15699.000000000000000, 0.000050551617200, 20089.000000000000000, 0.000073028916581, 6420.000000000000000
26.012402559806166, 10.560151020319610, 9.163630326362139, 0.001266398533933, 0.000268941733744, 18191.000000000000000, 0.000051649904192, 20094.000000000000000, 0.000093099691200, 7833.000000000000000
23.510329335172980, 8.876214537586424, 10.279968026346420, 0.003024010196891, 0.000326521338660, 20602.000000000000000, 0.000053016505102, 20102.000000000000000, 0.000127359431151, 10050.000000000000000
25.789090236082767, 10.299101943806818, 9.003090662877586, 0.001538607019400, 0.000282162416539, 18807.000000000000000, 0.000051949554289, 20096.000000000000000, 0.000099653112180, 8201.000000000000000
23.282261724593099, 8.512416892981021, 13.531574661745751, 0.000100635772554, 0.000129246399162, 10657.000000000000000, 0.000047829785381, 20061.000000000000000, 0.000043934916121, 4960.000000000000000
25.111294429269321, 9.918725827563188, 9.446735538983884, 0.003049342505128, 0.000326274142220, 20651.000000000000000, 0.000053000898256, 20100.000000000000000, 0.000124107929692, 9756.000000000000000
24.462394936809691, 10.466740134999840, 13.147960663031762, 0.000338593132426, 0.000190675326620, 14354.000000000000000, 0.000049696733366, 20097.000000000000000, 0.000060619318391, 6047.000000000000000
24.243958085373468, 10.029786196232937, 10.140649841971285, 0.004400772782779, 0.000348875317366, 21444.000000000000000, 0.000053570408494, 20100.000000000000000, 0.000141697232816, 10903.000000000000000
22.758051306852916, 10.989073365148945, 8.499205048401397, 0.001361593700629, 0.000276394439924, 18522.000000000000000, 0.000051807955114, 20097.000000000000000, 0.000096438185109, 8035.000000000000000
