x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman))
52.248940615894753, 50.788959131884134, 57.965384045457675, 0.000061545906620, 0.000043218129997, 30.000000000000000, 0.000043324937519, 160.000000000000000, 0.000093541080063, 61.000000000000000
56.240754569611937, 43.236580436024823, 52.203715926965927, 0.000043936406283, 0.000031289727639, 35.000000000000000, 0.000028198243525, 104.000000000000000, 0.000052195342083, 50.000000000000000
58.151492977983999, 60.384212682418330, 56.456441614504072, 0.000005782216950, 0.000004048906437, 30.000000000000000, 0.000004338020333, 15.000000000000000, 0.000003698132563, 30.000000000000000
52.231760390317319, 45.782995986404735, 52.953589461869470, 0.000114815126834, 0.000124110103898, 43.000000000000000, 0.000086608773231, 312.000000000000000, 0.000201897693836, 74.000000000000000
53.704977742897434, 53.158117967103280, 48.859100728696774, 0.000127863860500, 0.000098068638176, 33.000000000000000, 0.000090532029526, 331.000000000000000, 0.000200416963284, 74.000000000000000
58.451439004639766, 42.918731069180467, 51.462697851439124, 0.000025079360988, 0.000020755853322, 37.000000000000000, 0.000017570628235, 63.000000000000000, 0.000022055479577, 39.000000000000000
46.209486874504726, 58.415083694437612, 51.568368976055432, 0.000045338252650, 0.000035377087458, 35.000000000000000, 0.000030270757713, 109.000000000000000, 0.000049401576503, 47.000000000000000
53.192968803815212, 47.812127560991819, 52.026879573116879, 0.000141052876810, 0.000106469166005, 33.000000000000000, 0.000095084347922, 351.000000000000000, 0.000184315794732, 60.000000000000000
40.382591189402540, 52.469869766875512, 46.253518017299669, 0.000030064355697, 0.000020751264707, 31.000000000000000, 0.000021341828550, 78.000000000000000, 0.000055283496363, 51.000000000000000
42.124891768102771, 57.473848736399361, 46.223731293684565, 0.000021859270758, 0.000018287668139, 33.000000000000000, 0.000019429727953, 72.000000000000000, 0.000023685436130, 40.000000000000000
53.825607360168370, 50.020654010144000, 55.103943746769176, 0.000098567175169, 0.000068632744701, 29.000000000000000, 0.000073198792522, 271.000000000000000, 0.000138823408048, 55.000000000000000
50.211588246517437, 40.925797670987862, 44.602135383068344, 0.000030615421217, 0.000034338270309, 44.000000000000000, 0.000024363402526, 85.000000000000000, 0.000035215951670, 44.000000000000000
51.947053966681388, 54.461308803117078, 50.322748744090610, 0.000130444920169, 0.000113747283823, 37.000000000000000, 0.000093426926022, 340.000000000000000, 0.000215823652658, 75.000000000000000
48.986419300390438, 45.576327047975902, 42.077003148351743, 0.000048646570792, 0.000045469235721, 39.000000000000000, 0.000037595838683, 137.000000000000000, 0.000059776588621, 45.000000000000000
55.091109168736914, 53.188975422428712, 38.527386488807949, 0.000012305766267, 0.000010688878149, 36.000000000000000, 0.000011247522108, 42.000000000000000, 0.000033957858140, 55.000000000000000
