x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),mbe (breiman) - mbe (silverman),mbe (breiman) - parzen,mbe (breiman) - sambe (breiman),mbe (breiman) - sambe (silverman),mbe (silverman) - parzen,mbe (silverman) - sambe (breiman),mbe (silverman) - sambe (silverman),parzen - sambe (breiman),parzen - sambe (silverman),sambe (breiman) - sambe (silverman)
3.382026172983832168e+01, 2.646355465166742960e+01, 2.559837459382881164e+01, 2.284422454977621262e-04, 3.230127280299999908e-05, 1.600000000000000000e+01, 4.206947461999999913e-05, 1.100000000000000000e+01, 1.370590796700000014e-05, nan, 4.593614990899999681e-05, 2.400000000000000000e+01, 6.594041187100000182e-05, 1.700000000000000000e+01, -9.768201817000000053e-06, 1.859536483600000064e-05, -1.363487710599999773e-05, -3.363913906800000274e-05, 2.836356665300000069e-05, -3.866675288999997680e-06, -2.387093725100000269e-05, -3.223024194199999837e-05, -5.223450390400000338e-05, -2.000426196200000501e-05
3.620446599600728632e+01, 2.353862871341235063e+01, 2.779265056443070492e+01, 1.674572911602052253e-05, 1.862930872299999838e-05, 1.000000000000000000e+01, 1.955967942499999864e-05, 6.000000000000000000e+00, 1.168635383699999976e-05, nan, 5.558465742800000094e-05, 3.000000000000000000e+01, 7.188624003499999673e-05, 2.100000000000000000e+01, -9.303707020000002558e-07, 6.942954885999998616e-06, -3.695534870500000256e-05, -5.325693131199999835e-05, 7.873325587999998871e-06, -3.602497800300000230e-05, -5.232656060999999809e-05, -4.389830359100000117e-05, -6.019988619799999696e-05, -1.630158260699999579e-05
2.975044208762794540e+01, 2.484565181577145054e+01, 2.477366818304298945e+01, 1.185444193757733723e-03, 5.597587237999999732e-05, 2.500000000000000000e+01, 9.558943717900000110e-05, 2.200000000000000000e+01, 1.656836357900000060e-05, nan, 6.254709731299999350e-05, 2.900000000000000000e+01, 1.105339357270000011e-04, 2.500000000000000000e+01, -3.961356479900000378e-05, 3.940750880100000011e-05, -6.571224932999996185e-06, -5.455806334700000383e-05, 7.902107359999999711e-05, 3.304233986600000760e-05, -1.494449854800000005e-05, -4.597873373399998952e-05, -9.396557214799999716e-05, -4.798683841400000765e-05
2.705299250969186176e+01, 2.717464611619939419e+01, 2.521539537857817237e+01, 5.981994923487973619e-04, 5.652092973600000153e-05, 2.500000000000000000e+01, 1.034684328819999999e-04, 2.400000000000000000e+01, 1.725878671399999885e-05, nan, 4.313753331300000080e-05, 3.000000000000000000e+01, 7.877966051499999387e-05, 2.900000000000000000e+01, -4.694750314599999835e-05, 3.926214302200000268e-05, 1.338339642300000074e-05, -2.225873077899999234e-05, 8.620964616800000781e-05, 6.033089956899999909e-05, 2.468877236700000601e-05, -2.587874659900000194e-05, -6.152087380100000179e-05, -3.564212720199999308e-05
2.880518862573496719e+01, 2.566373034411478216e+01, 2.518194658761762383e+01, 1.274724193565212119e-03, 5.719753109299999662e-05, 2.500000000000000000e+01, 1.019289775170000066e-04, 2.300000000000000000e+01, 1.715636777699999923e-05, nan, 6.451392931600000505e-05, 3.000000000000000000e+01, 1.118877769040000031e-04, 2.500000000000000000e+01, -4.473144642400001003e-05, 4.004116331599999739e-05, -7.316398223000008432e-06, -5.469024581100000648e-05, 8.477260974000000741e-05, 3.741504820100000159e-05, -9.958799386999996452e-06, -4.735756153900000582e-05, -9.473140912700000387e-05, -4.737384758799999805e-05
2.666837163687133483e+01, 2.469321684032034625e+01, 2.723416932109435606e+01, 5.743302830126851850e-04, 5.610733252299999677e-05, 2.400000000000000000e+01, 1.055236927979999977e-04, 2.300000000000000000e+01, 1.739017332700000114e-05, nan, 4.913886609300000116e-05, 2.900000000000000000e+01, 8.691582858500000036e-05, 3.000000000000000000e+01, -4.941636027500000090e-05, 3.871715919599999901e-05, 6.968466429999995609e-06, -3.080849606200000359e-05, 8.813351947099999314e-05, 5.638482670499999651e-05, 1.860786421299999731e-05, -3.174869276599999663e-05, -6.952565525799999583e-05, -3.777696249199999920e-05
2.656533850825450571e+01, 2.118238979042232373e+01, 2.372282897718892869e+01, 4.817514983578971615e-05, 5.180386150399999976e-05, 2.300000000000000000e+01, 8.913844268199999730e-05, 2.100000000000000000e+01, 1.700248304900000093e-05, nan, 1.925453498699999832e-05, 1.600000000000000000e+01, 2.591285764700000075e-05, 1.200000000000000000e+01, -3.733458117799999754e-05, 3.480137845499999883e-05, 3.254932651700000483e-05, 2.589100385699999901e-05, 7.213595963299998960e-05, 6.988390769499999559e-05, 6.322558503499999655e-05, -2.252051937999997394e-06, -8.910374597999999818e-06, -6.658322660000002424e-06
2.826809297720180325e+01, 2.389020444127020326e+01, 2.629263361640806806e+01, 7.990157124047932852e-04, 5.740156217800000178e-05, 2.500000000000000000e+01, 1.066517698899999974e-04, 2.400000000000000000e+01, 1.725387703800000002e-05, nan, 5.491710691400000175e-05, 2.900000000000000000e+01, 9.470955514200000047e-05, 2.700000000000000000e+01, -4.925020771199999564e-05, 4.014768513999999837e-05, 2.484455264000000026e-06, -3.730799296399999870e-05, 8.939789285200000078e-05, 5.173466297599999567e-05, 1.194221474799999694e-05, -3.766322987599999834e-05, -7.745567810400000384e-05, -3.979244822799999872e-05
3.634877311993803772e+01, 2.506842494307720770e+01, 2.282521606103875911e+01, 5.004286827268824477e-05, 1.833863978399999869e-05, 1.000000000000000000e+01, 2.225126810500000055e-05, 7.000000000000000000e+00, 1.168458608600000046e-05, nan, 4.879233691299999739e-05, 2.600000000000000000e+01, 6.460203136999999752e-05, 2.000000000000000000e+01, -3.912628321000001860e-06, 6.654053697999998224e-06, -3.045369712899999870e-05, -4.626339158599999544e-05, 1.056668201900000008e-05, -2.654106880799999684e-05, -4.235076326499999697e-05, -3.710775082699999523e-05, -5.291744528399999536e-05, -1.580969445700000013e-05
2.406408074987083268e+01, 2.719720384574710437e+01, 2.729203953007213812e+01, 1.953071121289414727e-04, 5.648599150500000263e-05, 2.700000000000000000e+01, 8.017739374799999973e-05, 2.000000000000000000e+01, 1.706042476300000032e-05, nan, 4.494222197799999796e-05, 2.900000000000000000e+01, 7.057519106899999865e-05, 2.400000000000000000e+01, -2.369140224299999710e-05, 3.942556674200000571e-05, 1.154376952700000467e-05, -1.408919956399999602e-05, 6.311696898499999603e-05, 3.523517177000000177e-05, 9.602202679000001084e-06, -2.788179721499999764e-05, -5.351476630599999494e-05, -2.563296909100000069e-05
