# xi_x xi_y xi_z local_bandwidth
54.881350392732472 67.063786961815936 52.547777384248612 1.000000000000000
71.518936637241950 21.038256107384090 47.238845525317288 1.000000000000000
60.276337607164386 12.892629765485331 50.899663259851827 1.000000000000000
54.488318299689688 31.542835092418386 48.468718084979649 1.000000000000000
42.365479933890470 36.371077094262262 48.052838379816286 1.000000000000000
64.589411306665610 57.019677041787965 48.705652800833803 1.000000000000000
43.758721126269251 43.860151346232037 49.303347359601005 1.000000000000000
89.177300078207978 98.837383805922613 50.125589523205250 1.000000000000000
96.366276050102925 10.204481074802807 47.394645752035359 1.000000000000000
38.344151882577769 20.887675609483470 52.014309260761891 1.000000000000000
79.172503808266455 16.130951788499626 51.041252869805710 1.000000000000000
52.889491975290447 65.310832546539842 46.564854687479269 1.000000000000000
56.804456109393229 25.329160253978213 53.327833072990153 1.000000000000000
92.559663829266100 46.631077285630631 54.239337075410447 1.000000000000000
7.103605819788694 24.442559200160275 52.635831251601033 1.000000000000000
8.712929970154072 15.896958364551972 49.597675836283095 1.000000000000000
2.021839744032572 11.037514116430513 47.605724351216324 1.000000000000000
83.261984554793798 65.632958946527339 52.357825740410064 1.000000000000000
77.815675094985053 13.818295134861380 49.098468939607145 1.000000000000000
87.001214824681909 19.658236168005349 52.733470276134625 1.000000000000000
97.861834223276404 36.872517066096414 50.465717008992137 1.000000000000000
79.915856421672359 82.099322984793517 52.183831275057479 1.000000000000000
46.147936225293186 9.710127579306127 50.796859488978654 1.000000000000000
78.052917628645545 83.794490749880396 51.579945635154587 1.000000000000000
11.827442586893323 9.609840789396307 50.023478760096914 1.000000000000000
63.992102132752379 97.645946501339580 53.993327823384568 1.000000000000000
14.335328740904639 46.865120164770161 50.283784066452050 1.000000000000000
94.466891704958385 97.676108819033715 50.898875542894224 1.009901411670709
52.184832175007166 60.484551974504598 54.210852970493896 1.000000000000000
41.466193999052358 73.926357939830169 46.986319121994192 1.000000000000000
26.455561210462697 3.918779225432067 47.159109178992182 0.966177848827243
77.423368943421664 28.280696257640958 52.167636936605838 1.042047575058415
45.615033221654855 12.019656121316890 47.376816320168714 1.000000000000000
56.843394886864850 29.614019752214492 54.346069093620557 1.000000000000000
1.878980043635514 11.872771895424405 49.075119842237029 1.000000000000000
61.763549707587707 31.798317939397602 48.328640231509176 1.000000000000000
61.209572272242141 41.426299451466996 54.299829088001339 1.000000000000000
61.693399687475690 6.414749634878437 53.310531715341298 1.000000000000000
94.374807851462421 69.247211937001978 54.175988787502646 1.000000000000000
68.182029910348348 56.660145420657514 52.025977446554329 1.000000000000000
35.950790057378597 26.538949093944542 48.074240824248861 1.000000000000000
43.703195379934144 52.324805346669969 54.271035076569390 1.000000000000000
69.763119592726483 9.394051075844168 49.400726244353621 1.000000000000000
6.022547162926983 57.594649555617927 51.794347049980217 1.000000000000000
66.676671544566773 92.929619757621410 52.118119791762538 1.000000000000000
49.653386894650325 52.122969463538702 97.749513974444682 0.938024970320350
51.373123215674106 50.195770527251781 87.650524531659073 1.000000000000000
52.062116806926575 47.259842877853018 33.815895183684560 1.000000000000000
50.841713076130453 51.888053012917908 96.157015454149857 0.959599817956826
47.541665097736733 47.763450491098368 23.170162647120453 1.072564189118464
50.666880831010168 46.545786817928352 94.931882241568147 1.000000000000000
52.965889029389210 52.656515374994704 94.137770470649855 1.106657560792237
48.446899050654125 50.708705225230297 79.920258735239173 1.000000000000000
49.665406996045391 52.059102927654408 63.044793686679114 1.000000000000000
49.026967077699950 50.712696698289555 87.428796662494705 1.000000000000000
54.135079405204522 51.915931493417155 29.302028450779673 1.000000000000000
51.503296777596510 48.544262518288740 84.894355531291822 1.000000000000000
50.911112364072011 47.687362700527373 61.787669191752379 1.000000000000000
48.278415320570481 51.524091675968940 1.323685775889949 0.946380327694266
51.205797848540293 48.203521377127011 34.723351793221958 1.000000000000000
48.492146331321806 48.458119823080679 14.814086094816503 1.000000000000000
50.071175292063216 48.981398356174559 98.182938981825316 0.961993528429854
48.578204945518166 50.039084587769558 47.837030703998806 0.967156844326891
