# xi_x xi_y xi_z
54.881350392732472 11.932938102861382 19.658236168005349
71.518936637241950 8.340468563848678 36.872517066096414
60.276337607164386 15.075325631480766 82.099322984793517
54.488318299689688 6.747939487454823 9.710127579306127
42.365479933890470 10.102319155235634 83.794490749880396
64.589411306665610 9.581444187052110 9.609840789396307
43.758721126269251 13.427398517804233 97.645946501339580
89.177300078207978 13.285586092832510 46.865120164770161
96.366276050102925 10.346472976796903 97.676108819033715
38.344151882577769 10.845597100373057 60.484551974504598
79.172503808266455 8.014850718843595 73.926357939830169
52.889491975290447 5.570804447459797 3.918779225432067
56.804456109393229 9.222044783908665 28.280696257640958
92.559663829266100 10.349606923128514 12.019656121316890
7.103605819788694 12.751013594191674 29.614019752214492
8.712929970154072 12.688603076657861 11.872771895424405
2.021839744032572 9.133910906767170 31.798317939397602
83.261984554793798 9.324030499928385 41.426299451466996
77.815675094985053 7.655364292101019 6.414749634878437
87.001214824681909 6.824743363198785 69.247211937001978
97.861834223276404 6.184663865780948 56.660145420657514
79.915856421672359 14.362066392572302 26.538949093944542
46.147936225293186 8.860383076722226 52.324805346669969
78.052917628645545 9.020436082401641 9.394051075844168
11.827442586893323 7.198664413032041 57.594649555617927
63.992102132752379 11.738521287490650 92.929619757621410
14.335328740904639 6.391214704119827 31.856895245132367
94.466891704958385 9.524298271889213 66.741037996368163
52.184832175007166 7.997675897592966 13.179786240439217
41.466193999052358 10.865140285877777 71.632720411856553
28.940609294720112 42.385504855817970 50.666880831010168
18.319136200711682 60.639321412792434 52.965889029389210
58.651293481008317 1.919319830933353 48.446899050654125
2.010754618749355 30.157481667454931 49.665406996045391
82.894002921736316 66.017353749268509 49.026967077699950
0.469547619254707 29.007760721044406 54.135079405204522
67.781653679623005 61.801542899884154 51.503296777596510
27.000797319216485 42.876870094576617 50.911112364072011
73.519402212259493 13.547406422245023 48.278415320570481
96.218854511743828 29.828232595603076 51.205797848540293
24.875314351995804 56.996491070126488 48.492146331321806
57.615733441783689 59.087276124817322 50.071175292063216
59.204193127183899 57.432524884957878 48.578204945518166
57.225190579087339 65.320081985713358 51.512550829744541
22.308163264061832 65.210327000168888 51.289296261153126
95.274901151698501 43.141843543397393 49.534229822898993
44.712537861762733 89.654659585106302 50.885497929057664
84.640867247112780 36.756187004789652 47.555840162890107
69.947927531750437 43.586492526562679 46.665446650747569
29.743695085513366 89.192335501567214 50.982509712776782
81.379781970247720 80.619398904608573 50.372693265700470
39.650574084698462 70.388858354036628 51.419973460740117
88.110319711116162 10.022688731230112 55.328873716819203
58.127287263585870 91.948261374467350 52.111920336264696
88.173536185485275 71.424129954911137 47.958867452534221
69.253159007776588 99.884700656786649 52.497724352156816
72.525427981964057 14.944830465799374 47.057541578000517
50.132438192670229 86.812605736821425 48.967865446266934
95.608363472322395 16.249293467637482 49.847407131600413
64.399019922963745 61.555956428384420 53.831150794362486
22.741462797332325 47.687362700527373 28.173010575394908
25.435648177039294 51.524091675968940 58.641016618632669
5.802916032387562 48.203521377127011 6.395526612098113
43.441662555812080 48.458119823080679 48.562759593462289
31.179588199410258 48.981398356174559 97.749513974444682
69.634348881545947 50.039084587769558 87.650524531659073
37.775183929248094 49.208445550816180 33.815895183684560
17.960367755963482 46.925515442166052 96.157015454149857
2.467872839133123 48.560825499695817 23.170162647120453
6.724963146324859 45.028319410238872 94.931882241568147
67.939277349856724 51.398060026167620 94.137770470649855
45.369684455604528 46.417690178189368 79.920258735239173
53.657921110872223 47.530523779819760 63.044793686679114
89.667129304034205 50.116644663279203 87.428796662494705
99.033894739670430 48.346286866425594 29.302028450779673
21.689698439847394 53.450285525603796 84.894355531291822
66.307820310010072 47.109084064678058 61.787669191752379
26.332237673715063 50.597143897315185 1.323685775889949
2.065099946572868 49.912160948095554 34.723351793221958
75.837865383614144 47.388063534975188 14.814086094816503
32.001715082246783 51.170082183988086 98.182938981825316
38.346389417189798 49.616410742096356 47.837030703998806
58.831711355360575 51.725776136905793 49.739136549866267
83.104845523619048 51.841411268016358 63.947251639872363
62.898184359114872 54.837142633962912 36.858460612961750
87.265065544739528 52.988567348768171 13.690027168559894
27.354203481563577 49.174484314302383 82.211773319424552
79.804683391256376 49.464731886542232 18.984791190275796
18.563594430595220 52.458913608513534 51.131898254645606
95.279165697194458 51.465214245085846 22.431702897473926
