# xi_x xi_y xi_z
26.494746752403547 10.565907751154285 11.384144531132039
27.169101554140337 12.641125838188323 8.617920368071555
25.343627925518280 9.785948583262465 9.854026499900971
24.580673970131322 10.203708371908368 12.056653316946923
25.076269872380447 10.172074458526128 10.627717403587347
24.471886759188408 12.112946888517310 9.709862400949488
24.442744589615678 8.792126221914426 6.389527177847055
24.924356282291011 11.222497396233360 8.950420162622304
27.209917772502319 7.943216338332531 10.064712315761788
23.735282060636255 12.167677153069308 12.077987100384831
24.219128750875377 10.534802564002575 8.744481355219957
21.198730770336994 9.507977919908582 10.221110832569900
25.739893766346370 11.700421889275026 9.452237161750867
23.572479350193671 8.517122175935596 7.991791374428427
21.586969555345181 12.758813021080531 9.279242972473774
23.380469381334340 8.228279810939309 11.099537405831772
21.717603775698798 9.699139810458353 8.733619044508307
24.547162759788595 9.277612446720244 8.330333953039915
23.960144310465580 10.605752740500753 10.094069558025664
24.427759860020327 9.102933092203484 9.487006523429960
23.048997314595766 9.491515042555243 8.850037499739475
21.558667731293824 10.250918456694796 9.431795950911317
21.694551388362420 10.654472942190161 8.716886347970293
24.073461883237737 11.031089761229698 10.182409381707489
25.611355901058324 8.253692577687382 10.568997005660739
23.031532281742255 8.768506861551156 9.181382953515044
23.559398183673789 10.079429788716633 8.352229292967325
25.273961035195523 10.658546137754561 7.827423343756712
26.104706436697249 12.681192185498803 11.667046056582318
23.745547856986420 8.485727120713245 11.491219933093745
31.725042547491825 73.865710736853316 40.658623310344517
36.088403807120812 71.126929496619297 42.234380545047792
33.033203980956756 75.647418366832298 40.401331275561873
34.271201983646485 75.955045380031507 35.738011629659731
28.982373671709507 73.065501554048851 36.290258063386830
39.146269855208736 68.692021937321840 37.636340347795525
39.080876612137835 74.681798850501934 45.905739979604228
35.865164781979146 67.276565255788299 46.040155730655641
32.152498927190628 72.537589933686178 42.995473736241465
32.509815045518231 71.941889474415674 42.916273555553069
34.190362047890460 66.523389440364141 40.943111915701216
37.194400489855802 67.803583573700536 39.526814035932240
31.623923644647739 75.847885376329913 42.125982691148756
34.288507462116449 67.565311597577036 41.705255670885975
30.867572891681274 70.100657063341671 37.989278151036793
35.139069897203406 71.823340258439671 39.341301498594831
34.252283180726643 66.543436009751574 35.284229429030589
34.389478560972222 70.527067870958732 42.008145726388534
40.536165482499243 72.986706382197070 37.113402668772750
36.532315653889725 65.838735392889390 38.540341315916798
32.784201095987889 75.418065412883877 37.644878463933544
30.386571871696397 69.688665781422273 37.901897437030307
36.562735607620610 66.584956716590398 36.371385514736858
31.615491453330755 68.425083107136814 46.101716108364265
36.002332207840368 70.276861334752397 36.124832634826511
35.670110177347894 66.837041351592418 35.115004870586354
36.756880071970166 71.002260541245363 42.912011286611012
34.007905336579618 72.709536302568281 37.941276310109082
29.729436966235927 72.155391118455213 37.459395567019683
30.819452142246469 68.559479740646537 40.055273954103470
89.646006088746518 18.625048706581982 79.356381597167115
87.776596847775579 20.625231451027187 78.397942344393257
88.895616660571548 20.052165079260973 79.260437003608686
91.543014595406731 18.707143090276553 80.267050869349177
89.960717181772509 18.831906502258803 80.523276660531749
89.828453668777755 20.771790551213666 80.823504153963725
92.163235949280690 21.336527949436391 79.630818162057551
89.760620822424073 21.099659595887115 80.655263730722595
90.640131526097591 18.383043955689164 79.975673875601061
89.261969090794310 20.279924599043238 79.901849610357047
90.910178908092590 20.317218215191303 80.786327962108970
89.533580903264053 19.055553744081749 79.589950306797448
89.982979586138555 20.379151735555080 82.259308950690851
89.957742848339350 19.044054999507225 79.654018224300614
89.536404025353903 20.481481473773464 78.459202985555379
90.063261994200332 20.156506537965374 80.232181036200274
89.402683931034630 19.762078270263991 78.575939091017474
89.506680116637810 19.457138523983282 80.416050046261432
88.843817568178082 20.781198101709993 81.494484544491371
87.930014974986463 20.426258730778102 80.676908035030252
89.362562974447769 19.602728185671204 79.867119422413040
89.702209120598269 19.690987030952879 78.323996193670027
91.152331564783125 21.079618592036820 79.186635740795793
88.533575672197486 20.521064876452758 79.424212030186936
