# xi_x xi_y xi_z
33.820261729838322 26.463554651667430 25.598374593828812
36.204465996007286 23.538628713412351 27.792650564430705
29.750442087627945 24.845651815771451 24.773668183042989
27.052992509691862 27.174646116199394 25.215395378578172
28.805188625734967 25.663730344114782 25.181946587617624
26.668371636871335 24.693216840320346 27.234169321094356
26.565338508254506 21.182389790422324 23.722828977188929
28.268092977201803 23.890204441270203 26.292633616408068
36.348773119938038 25.068424943077208 22.825216061038759
24.064080749870833 27.197203845747104 27.292039530072138
25.774737128484581 23.672450664295742 25.565484862790655
15.096017658880365 25.233796240394831 24.479749991533083
31.151453403638605 24.420811315654724 26.797977241444723
23.488486247123323 22.876577908327150 23.432047601641028
16.468649046874937 24.237892231170928 27.917089609696202
22.809628491944068 26.162619256004501 23.126633985229741
16.930510762210243 23.660965169094681 24.681879081265382
26.934512489296310 23.234543102402004 24.236168160094849
24.859088858306727 25.099466447420891 25.640505540555864
26.512359488698905 24.457575439542367 24.051467230312479
21.637697761120243 23.784062698190258 24.462342618106113
16.368586988341615 24.399197366723055 25.265313965575931
16.849008265169779 23.643272496615513 25.692020881771274
25.259726978980694 25.192874438399461 26.090244683552076
30.697003422716502 25.601641082769394 23.153504714513673
21.575949545298435 24.134417859284220 23.697854544279959
23.442237339363135 23.257694605644510 25.083986776050121
29.504132434770938 22.702779876066558 25.696327761711444
32.441260968978000 26.762686595062057 27.835015568707838
24.100375820938247 26.576773104723088 23.398851372434784
65.440447953424368 67.585156577113906 56.936461060536409
66.494220327128644 65.753623175256124 84.532780729674258
65.268386399615821 68.776656280964872 65.210000414416413
62.149836597412687 68.982378863590696 73.039787268894031
62.519146045925488 67.050024444160314 39.590300030285327
63.419325523324318 64.125302351462139 103.872423712985849
68.949406355071972 68.130907591122920 103.458840529607698
69.039295585423730 63.178729418572487 83.120893165507709
67.003194019922972 66.696988666158390 59.639932580972392
66.950229666935229 66.298619759351240 61.899798138183314
65.630696950132929 62.675050394064868 72.528510623112595
64.683561474078772 63.531167809221273 91.527717933740604
66.421730313253406 68.910716650034018 56.296928965567247
66.140373197411066 63.371825735241110 73.149236724822202
63.655349257501591 65.067313435237139 51.513346786852480
64.559501763282796 66.219341120504737 78.528665898930001
61.846374150171080 62.688456342990754 72.920134253232902
66.342927985502172 65.352471528768206 73.787834025290735
63.069616020370965 66.997330936905499 112.662895497278839
64.023867406444722 62.217194637553263 87.340325761917057
63.425035305714374 68.623278716594172 63.635167893507372
63.596914252167835 64.791798259718732 48.471229226819716
62.573399242483262 62.716222913144989 87.532718442130147
69.080463491187061 63.946789596754151 56.243599105111315
62.408519394379205 65.185148333438505 83.988416138515220
61.733206867347583 62.884802068836109 81.887259528030938
66.947379315903035 65.670252020018268 88.760595847046034
63.623248491760165 66.811976133324194 71.374553058860428
63.300995416664293 66.441396913899212 44.315143164310705
65.036963920924407 64.036666042435243 51.209004444995990
19.232562447783053 55.073102343998528 46.738046755147217
61.489945020193758 30.808736538630768 81.819417165597855
127.536174977333189 4.392756233735458 70.367552680428844
6.791237546950295 103.281847396777962 50.349850963203465
78.294516456653980 15.241172975322971 8.899880291657244
65.529286307077498 43.676101745242676 140.171270966714161
111.278666878149266 108.529497275340304 134.113757058079017
-1.235298152066939 76.111757537197079 81.438551377701870
143.719502460292802 33.204341920770560 24.736748686048728
1.548500473807138 -12.289111117406756 138.372337270711427
95.536230187500152 114.550230483817728 31.485467449401597
81.757677420743903 -4.447381090038114 65.128553329212778
146.286698057833718 129.623365477237485 40.796227053079527
143.659075499347267 23.230768367748745 141.637605698587436
140.327321276572263 116.868426913144617 89.023909583020540
129.257514493116247 33.348346943786460 125.075686626631494
86.949654166391426 -12.815918469781584 42.293530458816228
9.443242056447229 147.001849320011786 63.931100661598038
67.069575307279351 90.512965205789399 45.816460011386894
7.588544828123823 120.649425977050498 16.324905463955062
69.367632120165240 22.012309780831977 1.144339941515618
127.261600374577739 145.531715688816490 143.537718580395023
134.581657371494515 112.717809895275394 39.968950084725918
-1.618270651980534 52.194793283278216 23.318633458205554
6.860459735067192 -6.184515005173832 104.723070094745495
-13.114469326869880 112.145823502958081 9.246196491061884
-1.878856373185302 -0.215499350630111 95.887888213395883
25.485589625719385 54.389012002216248 76.965850568446285
126.990943681750963 104.962303347369158 29.604104364387915
6.694661883036055 -5.863237130502339 34.763774689355508
