# xi_x xi_y xi_z local_bandwidth
54.881350392732472 67.063786961815936 52.547777384248612 1.365964753025978
71.518936637241950 21.038256107384090 47.238845525317288 1.365964753025978
60.276337607164386 12.892629765485331 50.899663259851827 1.365964753025978
54.488318299689688 31.542835092418386 48.468718084979649 1.365964753025978
42.365479933890470 36.371077094262262 48.052838379816286 1.365964753025978
64.589411306665610 57.019677041787965 48.705652800833803 1.062495119608987
43.758721126269251 43.860151346232037 49.303347359601005 1.365964753025978
89.177300078207978 98.837383805922613 50.125589523205250 1.090790484274117
96.366276050102925 10.204481074802807 47.394645752035359 1.365964753025978
38.344151882577769 20.887675609483470 52.014309260761891 1.365964753025978
79.172503808266455 16.130951788499626 51.041252869805710 1.006510556230339
52.889491975290447 65.310832546539842 46.564854687479269 1.365964753025978
56.804456109393229 25.329160253978213 53.327833072990153 1.041510006262747
92.559663829266100 46.631077285630631 54.239337075410447 1.365964753025978
7.103605819788694 24.442559200160275 52.635831251601033 1.365964753025978
8.712929970154072 15.896958364551972 49.597675836283095 1.365964753025978
2.021839744032572 11.037514116430513 47.605724351216324 0.976066680592353
83.261984554793798 65.632958946527339 52.357825740410064 1.365964753025978
77.815675094985053 13.818295134861380 49.098468939607145 1.006510556230339
87.001214824681909 19.658236168005349 52.733470276134625 1.365964753025978
97.861834223276404 36.872517066096414 50.465717008992137 1.365964753025978
79.915856421672359 82.099322984793517 52.183831275057479 0.990142603700435
46.147936225293186 9.710127579306127 50.796859488978654 1.032524877281233
78.052917628645545 83.794490749880396 51.579945635154587 0.990142603700435
11.827442586893323 9.609840789396307 50.023478760096914 1.365964753025978
63.992102132752379 97.645946501339580 53.993327823384568 1.365964753025978
14.335328740904639 46.865120164770161 50.283784066452050 1.365964753025978
94.466891704958385 97.676108819033715 50.898875542894224 1.090790484274117
52.184832175007166 60.484551974504598 54.210852970493896 1.365964753025978
41.466193999052358 73.926357939830169 46.986319121994192 1.365964753025978
26.455561210462697 3.918779225432067 47.159109178992182 1.365964753025978
77.423368943421664 28.280696257640958 52.167636936605838 1.365964753025978
45.615033221654855 12.019656121316890 47.376816320168714 1.032524877281233
56.843394886864850 29.614019752214492 54.346069093620557 1.041510006262747
1.878980043635514 11.872771895424405 49.075119842237029 0.976066680592353
61.763549707587707 31.798317939397602 48.328640231509176 1.365964753025978
61.209572272242141 41.426299451466996 54.299829088001339 1.365964753025978
61.693399687475690 6.414749634878437 53.310531715341298 1.365964753025978
94.374807851462421 69.247211937001978 54.175988787502646 1.365964753025978
68.182029910348348 56.660145420657514 52.025977446554329 1.062495119608987
35.950790057378597 26.538949093944542 48.074240824248861 1.365964753025978
43.703195379934144 52.324805346669969 54.271035076569390 1.365964753025978
69.763119592726483 9.394051075844168 49.400726244353621 1.365964753025978
6.022547162926983 57.594649555617927 51.794347049980217 1.365964753025978
66.676671544566773 92.929619757621410 52.118119791762538 1.365964753025978
49.653386894650325 52.122969463538702 97.749513974444682 0.656527770654322
51.373123215674106 50.195770527251781 87.650524531659073 0.665817626724844
52.062116806926575 47.259842877853018 33.815895183684560 0.746075048996198
50.841713076130453 51.888053012917908 96.157015454149857 0.573615639067465
47.541665097736733 47.763450491098368 23.170162647120453 0.756824372221039
50.666880831010168 46.545786817928352 94.931882241568147 0.696522635679372
52.965889029389210 52.656515374994704 94.137770470649855 0.760035093859751
48.446899050654125 50.708705225230297 79.920258735239173 0.734928730203891
49.665406996045391 52.059102927654408 63.044793686679114 0.910854052246990
49.026967077699950 50.712696698289555 87.428796662494705 0.691421596954878
54.135079405204522 51.915931493417155 29.302028450779673 1.365964753025978
51.503296777596510 48.544262518288740 84.894355531291822 0.768954240831098
50.911112364072011 47.687362700527373 61.787669191752379 0.846924595406646
48.278415320570481 51.524091675968940 1.323685775889949 0.884999753500716
51.205797848540293 48.203521377127011 34.723351793221958 0.717058629139066
48.492146331321806 48.458119823080679 14.814086094816503 0.760830390396514
50.071175292063216 48.981398356174559 98.182938981825316 0.602991327989601
48.578204945518166 50.039084587769558 47.837030703998806 0.866910751904308
51.512550829744541 49.208445550816180 49.739136549866267 0.825069874553303
51.289296261153126 46.925515442166052 63.947251639872363 0.778911718604389
49.534229822898993 48.560825499695817 36.858460612961750 0.745443174548944
50.885497929057664 45.028319410238872 13.690027168559894 0.796740375361075
47.555840162890107 51.398060026167620 82.211773319424552 0.716997058563322
46.665446650747569 46.417690178189368 18.984791190275796 0.890904542161940
50.982509712776782 47.530523779819760 51.131898254645606 0.847711116847450
50.372693265700470 50.116644663279203 22.431702897473926 0.833668384164238
51.419973460740117 48.346286866425594 9.784448449403405 0.675365728977326
55.328873716819203 53.450285525603796 86.219151742168336 1.082663856975042
52.111920336264696 47.109084064678058 97.291948902313024 0.687651001839832
47.958867452534221 50.597143897315185 96.083465806300012 0.625567934834348
52.497724352156816 49.912160948095554 90.655549922117899 0.760021935783341
47.057541578000517 47.388063534975188 77.404733269863883 0.798082363360709
48.967865446266934 51.170082183988086 33.314515202864193 0.772631130047601
49.847407131600413 49.616410742096356 8.110138998799677 0.651664990941264
53.831150794362486 51.725776136905793 40.724117141380731 1.365964753025978
48.334677591328926 51.841411268016358 23.223414217094273 0.840848390230808
48.152027248332857 54.837142633962912 13.248763475798297 1.018600608818325
49.779853462828278 52.988567348768171 5.342718178682526 0.753396814656287
48.516417450099254 49.174484314302383 72.559436421057882 1.085164594621911
52.519234507723311 49.464731886542232 1.142745862503103 1.054232818991321
47.585199736255504 52.458913608513534 77.058074850277620 0.782073342906289
47.434182091158696 51.465214245085846 14.694664540037506 0.838867898913654
49.021004618039449 51.431377606894898 7.952208258675575 0.670573684832858
48.886365585251191 46.384376368291811 8.960303423860537 0.693634954667438
54.314564837099560 49.945605132214865 67.204780735391438 1.085600506106183
